index,data,data2
57744,24,27
57745,24,27
57746,24,27
57747,23,26
57748,23,26
57749,23,26
57750,23,27.5
57751,23,29
57752,22,31
57753,21.3,32
57754,20.7,33
57755,20,34
57756,20,35
57757,19.5,34.5
57758,19,34
57759,18.3,33.3
57760,17.7,32.7
57761,17,32
57762,17.3,30.3
57763,17.7,28.7
57764,18,27
57765,18,26
57766,18,25
57767,18,25
57768,18,25
57769,18,24
57770,18,24
57771,18,24
57772,18,24
57773,18,24
57774,18.3,25.7
57775,18.7,27.3
57776,19,29
57777,20,30
57778,21,31.5
57779,22,33
57780,21.7,33.7
57781,21.3,34.3
57782,21,35
57783,21,33.3
57784,21,31.7
57785,21,30
57786,21,29
57787,21,28
57788,21,27
57789,21,27
57790,21,27
57791,21,27
57792,21,26
57793,20,26
57794,20,26
57795,19,26
57796,19,25
57797,19,25
57798,19,26.3
57799,19,27.7
57800,19,29
57801,19.3,30.3
57802,19.7,31.7
57803,20,33
57804,19.7,33
57805,19.3,33
57806,19,33
57807,19.3,32
57808,19.7,31
57809,20,30
57810,19.7,28.7
57811,19.3,27.3
57812,19,26
57813,18,26
57814,18,26
57815,18,26
57816,18,26
57817,19,26
57818,19,26
57819,19,25
57820,19,25
57821,18,25
57822,18,26
57823,18,27
57824,18,28
57825,18.7,29.3
57826,19.3,30.7
57827,20,32
57828,20,33
57829,20,33
57830,20,33
57831,20.3,31.7
57832,20.7,30.3
57833,21,29
57834,21.3,28.3
57835,21.7,27.7
57836,22,27
57837,18.5,27
57838,15,27
57839,15,26
57840,16,26
57841,16,26
57842,17,25
57843,17,25
57844,18,25
57845,18,25
57846,18.3,26
57847,18.7,27
57848,19,28
57849,19.5,29.5
57850,20,31
57851,20,31
57852,20,32
57853,20,33
57854,20,34
57855,19.7,33.3
57856,19.3,32.7
57857,19,32
57858,20,30.7
57859,21,29.3
57860,22,28
57861,22.5,27.5
57862,23,27
57863,19,27
57864,18,26
57865,18,26
57866,18,26
57867,18,25
57868,18,25
57869,19,25
57870,19.3,26.7
57871,19.7,28.3
57872,20,30
57873,20,31
57874,20,32
57875,20,33
57876,19,33.7
57877,18,34.3
57878,17,35
57879,18,34.3
57880,19,33.7
57881,20,33
57882,21,31.3
57883,22,29.7
57884,23,28
57885,23,28
57886,23,28
57887,19,27
57888,18,27
57889,18,27
57890,17,27
57891,18,26
57892,18,26
57893,18,25
57894,19,26.5
57895,20,28
57896,20.2,29
57897,20.5,30
57898,20.7,31
57899,21,32
57900,20.5,33
57901,20,34
57902,20,34
57903,20.7,32.3
57904,21.3,30.7
57905,22,29
57906,22.3,28.7
57907,22.7,28.3
57908,23,28
57909,23,28
57910,23,27
57911,20,27
57912,20,26
57913,19,26
57914,19,26
57915,19,25
57916,19,25
57917,20,25
57918,20,27
57919,20,29
57920,20,31
57921,20,32.3
57922,20,33.7
57923,20,35
57924,19,36
57925,19,35
57926,19,34
57927,20,32.7
57928,21,31.3
57929,22,30
57930,21.7,29.7
57931,21.3,29.3
57932,21,29
57933,21.5,29
57934,22,29
57935,21,28
57936,21,28
57937,21,27
57938,21,27
57939,21,26
57940,21,26
57941,21,26
57942,21.3,27.7
57943,21.7,29.3
57944,22,31
57945,22,32.3
57946,22,33.7
57947,22,35
57948,22.7,33.7
57949,23.3,32.3
57950,24,31
57951,23,28
57952,23,28
57953,23,28
57954,23.3,27.7
57955,23.7,27.3
57956,24,27
57957,24,26.5
57958,24,26
57959,24,26
57960,23,26
57961,23,27
57962,24,25
57963,24,25
57964,24,25
57965,24,25
57966,24,27
57967,24,29
57968,24,30
57969,23.7,31.3
57970,23.3,32.7
57971,23,34
57972,22.7,34
57973,22.3,34
57974,22,34
57975,22,33
57976,22,32.5
57977,22,32
57978,23,30.7
57979,24,29.3
57980,25,28
57981,26,27
57982,25,27
57983,25,27
57984,25,28
57985,24,28
57986,23.5,28
57987,23,28
57988,24,28
57989,23,28
57990,23.7,28.3
57991,24.3,28.7
57992,25,29
57993,24,31
57994,23.5,31.5
57995,23,32
57996,23.3,32
57997,23.7,32
57998,24,32
57999,24,32
58000,24,31
58001,24,30
58002,24,29.3
58003,24,28.7
58004,24,28
58005,24,27.5
58006,24,27
58007,24,26
58008,24,26
58009,23,25
58010,22,25
58011,22,24
58012,21,24
58013,21,24
58014,21,26
58015,21,28
58016,21,30
58017,21,30
58018,21,30
58019,22,30
58020,21.5,31
58021,21,32
58022,21,32
58023,21,31
58024,21,31
58025,22,29
58026,20,29
58027,20.5,28.5
58028,21,28
58029,21,27
58030,21,26
58031,21,26
58032,20,26
58033,20,25
58034,20,25
58035,20.5,25
58036,21,25
58037,21,24
58038,20,25
58039,20,26
58040,20,27
58041,20,27
58042,19.7,28
58043,19.3,29
58044,19,30
58045,19.5,31
58046,20,32
58047,19.3,31.7
58048,18.7,31.3
58049,18,31
58050,18.7,29.7
58051,19.3,28.3
58052,20,27
58053,20,26
58054,20,25
58055,20,25
58056,20,24
58057,19,24
58058,19,23
58059,19,23
58060,19,22
58061,19,23
58062,19.7,24.7
58063,20.3,26.3
58064,21,28
58065,20.5,29
58066,20,30
58067,19,31
58068,19,32
58069,19,33
58070,19,34
58071,19.3,33
58072,19.7,32
58073,20,31
58074,19.7,29.7
58075,19.3,28.3
58076,19,27
58077,19,26
58078,19,26
58079,18,25
58080,19,25
58081,19,24
58082,19,24
58083,19,23
58084,19,23
58085,20,23
58086,20,25
58087,21,27
58088,20,28
58089,21,30
58090,19.5,31.5
58091,18,33
58092,18.7,33.7
58093,19.3,34.3
58094,20,35
58095,18.7,34.7
58096,17.3,34.3
58097,16,34
58098,16.7,32
58099,17.3,30
58100,18,28
58101,18,27
58102,18,26
58103,19,25
58104,19,24
58105,18,24
58106,18,23
58107,18,22
58108,18,22
58109,18,22
58110,19,24
58111,20,26
58112,21,28
58113,21,29
58114,21,31
58115,21,32
58116,21,32.3
58117,21,32.7
58118,21,33
58119,20.7,32.3
58120,20.3,31.7
58121,20,31
58122,20,30.5
58123,20,30
58124,20,28
58125,21.5,27.5
58126,23,27
58127,23,27
58128,23,27
58129,23,26
58130,19,24
58131,18,24
58132,19,24
58133,19.7,25.2
58134,20.5,26.5
58135,21.2,27.7
58136,22,29
58137,21.8,29.6
58138,21.6,30.2
58139,21.4,30.8
58140,21.2,31.4
58141,21,32
58142,22,31
58143,22,30
58144,22,29
58145,23,29
58146,23,28
58147,24,27
58148,23,26
58149,23,26
58150,23,26
58151,22,25
58152,22,25
58153,22,25
58154,22,25
58155,22,25
58156,22,25
58157,22,25
58158,22,26
58159,22,27
58160,22,28
58161,21.7,29
58162,21.3,30
58163,21,31
58164,20.3,31.3
58165,19.7,31.7
58166,19,32
58167,19.3,31
58168,19.7,30
58169,20,29
58170,20.7,28.7
58171,21.3,28.3
58172,22,28
58173,22,27.5
58174,22,27
58175,21,27
58176,21,27
58177,21,27
58178,22,27
58179,22,26
58180,22,26
58181,22,26
58182,21.7,27
58183,21.3,28
58184,21,29
58185,20.7,30
58186,20.3,31
58187,20,32
58188,20,31.5
58189,20,31
58190,20,32
58191,20.3,31
58192,20.7,30
58193,21,29
58194,21.7,28.7
58195,22.3,28.3
58196,23,28
58197,22.5,28
58198,22,28
58199,21,27
58200,21,27
58201,21,26
58202,22,25
58203,23,25
58204,22,25
58205,22,25
58206,21,26
58207,21,26
58208,21,26
58209,20.7,27.7
58210,20.3,29.3
58211,20,31
58212,19.3,30.2
58213,18.7,29.3
58214,18,28.5
58215,17.3,27.7
58216,16.7,26.8
58217,16,26
58218,16,25.3
58219,16,24.7
58220,16,24
58221,17,24
58222,17,23
58223,17,23
58224,17,23
58225,17,22
58226,16,22
58227,16,22
58228,17,22
58229,17,22
58230,16.7,23.3
58231,16.3,24.7
58232,16,26
58233,15.7,27.3
58234,15.3,28.7
58235,15,30
58236,15,30
58237,15,30
58238,15,30
58239,15,29.3
58240,15,28.7
58241,15,28
58242,15.3,26
58243,15.7,25.5
58244,16,25
58245,16,24
58246,16,23
58247,16,23
58248,16,23
58249,16,23
58250,16,22
58251,17,22
58252,17,22
58253,17,22
58254,18,24
58255,18,25
58256,18,26
58257,18,27
58258,18,28
58259,18,29
58260,18,29
58261,18,29
58262,18,29
58263,18.7,28.3
58264,19.3,27.7
58265,20,27
58266,19.3,26.3
58267,18.7,25.7
58268,18,25
58269,18.5,24
58270,19,23
58271,18,23
58272,18,23
58273,19,22
58274,19,21
58275,19,21
58276,19,20
58277,20,20
58278,20,21
58279,20,21
58280,20,21
58281,20,21
58282,20,21
58283,20,21
58284,20,21
58285,20,21
58286,20,21
58287,20,21
58288,20,21.5
58289,20,22
58290,20,22
58291,20,22
58292,20,22
58293,20,22
58294,20,22
58295,20,22
58296,20,22
58297,20,22
58298,20,22.5
58299,20,23
58300,20,22
58301,20,22.5
58302,20,23
58303,20,23.5
58304,20,24
58305,20.3,24.3
58306,20.7,24.7
58307,21,25
58308,22,24
58309,22,25
58310,21,25
58311,22,24
58312,21.5,23.5
58313,21,23
58314,21,23
58315,21,23
58316,21,23
58317,21,23
58318,21,23
58319,22,23
58320,22,23
58321,22,23
58322,22,23
58323,22,23
58324,22,23
58325,22,23
58326,22,23
58327,22.5,24.5
58328,23,26
58329,23,26.7
58330,23,27.3
58331,23,28
58332,22.7,28.7
58333,22.3,29.3
58334,22,30
58335,23,27
58336,23,26.5
58337,23,26
58338,22.3,25.7
58339,21.7,25.3
58340,21,25
58341,21,24.5
58342,21,24
58343,20,24
58344,20,23
58345,20,23
58346,20,23
58347,20,22
58348,20,22
58349,20,23
58350,20.3,24.7
58351,20.7,26.3
58352,21,28
58353,21.3,29
58354,21.7,30
58355,22,31
58356,21.5,31.5
58357,21,32
58358,22,33
58359,21,33
58360,21,30
58361,23,29
58362,21,27
58363,21.5,26.5
58364,22,26
58365,22.5,26
58366,23,26
58367,23,26
58368,23,26
58369,22,26
58370,23,25
58371,23,25
58372,23,25
58373,23,25
58374,23,26.3
58375,23,27.7
58376,23,29
58377,22.7,30
58378,22.3,31
58379,22,32
58380,22,33
58381,22,33
58382,22,33
58383,22,32
58384,23,29
58385,23,27
58386,22.6,26.7
58387,22.4,26.4
58388,22.2,26.2
58389,22,25.8
58390,21.6,25.2
58391,21.2,24.4
58392,20.8,23.6
58393,20.4,22.9
58394,20.1,22.5
58395,20,22.2
58396,19.9,22.1
58397,19.9,22
58398,20,23
58399,21,26
58400,21,28
58401,21,28
58402,20,28
58403,20,29
58404,21,27
58405,20,27
58406,23,26
58407,20,26
58408,21,26
58409,22,26
58410,22,26
58411,22,26
58412,22,27
58413,23,27
58414,23,27
58415,23,27
58416,23,26
58417,23,26
58418,23,27
58419,23,26
58420,23,26
58421,23,26
58422,23,27
58423,23,27
58424,22,24
58425,23,25
58426,24,25
58427,24,26
58428,24,27
58429,23,27
58430,23,25
58431,23,25
58432,23,25
58433,22,26
58434,23,26
58435,23,25
58436,23,26
58437,22,24
58438,22,23
58439,22,23
58440,22,23
58441,22,23
58442,22,23
58443,22,23
58444,22,23
58445,22,23
58446,22,23
58447,22,23
58448,22,23
58449,22,23
58450,22,23
58451,22,23
58452,21,22
58453,22,23
58454,22,23
58455,22,23
58456,21,23
58457,21,23
58458,21,23
58459,21,23
58460,21,23
58461,21,22
58462,21,22
58463,21,22
58464,20,22
58465,20,22
58466,19.5,21
58467,19,20
58468,19,21
58469,19,20
58470,19,27
58471,20,22
58472,21,24
58473,18,28
58474,18,28
58475,18,28
58476,17,28
58477,17,29
58478,15,30
58479,15,29
58480,17,28
58481,17,27
58482,17,26
58483,18,23
58484,18,23
58485,18,23
58486,18,21
58487,18,21
58488,18,22
58489,19,22
58490,19,22
58491,18,21
58492,18,21
58493,19,22
58494,19,24
58495,19,24
58496,20,26
58497,20,26
58498,20,27
58499,21,26
58500,20,22
58501,21,23
58502,20,23
58503,20,23
58504,21,22
58505,20,21
58506,20,21
58507,20,21
58508,20,21
58509,20,21
58510,20,21
58511,20,21
58512,20,21
58513,20,21
58514,20,21
58515,20,21
58516,20,21
58517,20,21
58518,20,22
58519,21,24
58520,21,24
58521,22,24
58522,23,25
58523,23,25
58524,24,26
58525,23,29
58526,24,28
58527,24,27
58528,24,27
58529,24,27
58530,23,26
58531,24,26
58532,23.5,25.5
58533,23,25
58534,24,25
58535,23,25
58536,23,24
58537,23,24
58538,23,24
58539,23,24
58540,23,24
58541,23,24
58542,23,24
58543,23,25
58544,24,25
58545,23,25
58546,23,25
58547,22,24
58548,22,24
58549,22,24
58550,22,25
58551,21,25
58552,21,25
58553,21,24
58554,21,24
58555,21,24
58556,21,23
58557,21,23
58558,22,24
58559,22,24
58560,22,24
58561,21,23
58562,21,23
58563,22,27
58564,21,23
58565,21,23
58566,23,25
58567,22,27
58568,22,28
58569,23,29
58570,23,31
58571,22,32
58572,22,32
58573,22,31
58574,21,33
58575,22,31
58576,22,31
58577,22,29
58578,22,28
58579,22,27
58580,23,27
58581,22,26
58582,22,26
58583,22,26
58584,21,23
58585,22,24
58586,22,24
58587,21,23
58588,21,23
58589,22,23
58590,22,24
58591,22,26
58592,22,28
58593,22,30
58594,20,32
58595,20,32
58596,20,32
58597,21,32
58598,22,31
58599,21,29
58600,21,29
58601,22,28
58602,22,28
58603,22,24
58604,22,24
58605,22,24
58606,21,23
58607,21,24
58608,21,23
58609,21,23
58610,21,23
58611,20,22
58612,20,22
58613,22,23
58614,22,24
58615,22,25
58616,22,26
58617,22,28
58618,22,30
58619,22,30
58620,21,31
58621,19,31
58622,19,31
58623,20,31
58624,22,29
58625,22,28
58626,23,27
58627,22,27
58628,23,26
58629,23,26
58630,23,26
58631,22,26
58632,23,26
58633,23,26
58634,22,25
58635,22,25
58636,22,25
58637,22,25
58638,23,26
58639,22,27
58640,22.5,28
58641,23,29
58642,23,30
58643,23,30
58644,22,31
58645,21,32
58646,21,32
58647,21,31
58648,21,31
58649,22,29
58650,22,28
58651,23,27
58652,23,27
58653,23,27
58654,22,25
58655,21.5,24.5
58656,21,24
58657,21,24
58658,21,24
58659,21,24
58660,22,24
58661,22,24
58662,23,25
58663,23,27
58664,23,28
58665,23,31
58666,23,31
58667,23,32
58668,23,31
58669,21,31
58670,20,32
58671,20,32
58672,20,30
58673,22,28
58674,22,28
58675,22,27
58676,22,27
58677,22,26
58678,22,27
58679,21,27
58680,21,27
58681,22,26
58682,22,25
58683,22,26
58684,22,25
58685,22,26
58686,22,27
58687,22,27
58688,21,23
58689,22,24
58690,22,24
58691,22,24
58692,22,24
58693,22,24
58694,24,25
58695,24,25
58696,23,25
58697,23,25
58698,23,25
58699,23,25
58700,24,24
58701,24,25
58702,24,25
58703,24,25
58704,24,25
58705,24,25
58706,23,25
58707,24,24
58708,24,24
58709,24,25
58710,24,25
58711,24,25
58712,24,25
58713,24,25
58714,24,27
58715,24,28
58716,24,28
58717,24,28
58718,24,28
58719,25,27
58720,25,28
58721,24,27
58722,24,27
58723,24,27
58724,23,27
58725,24,27
58726,24,26
58727,23,26
58728,24,26
58729,24,26
58730,24,26
58731,24,26
58732,24,26
58733,24,26
58734,25,27
58735,22,28
58736,21,29
58737,21,29
58738,20,30
58739,20,31
58740,21,31
58741,23,30
58742,24,30
58743,24,30
58744,23,29
58745,22,29
58746,24,28
58747,24,27
58748,24,28
58749,24,27
58750,24,27
58751,24,26
58752,23,26
58753,23,25
58754,23,25
58755,23,26
58756,23,26
58757,23,26
58758,23,28
58759,22,29
58760,22,29
58761,22,30
58762,22,30
58763,22,31
58764,21,30
58765,21,30
58766,21,30
58767,21,29
58768,20,28
58769,20,27
58770,20,26
58771,19,25
58772,19,25
58773,19,24
58774,19,24
58775,19,23
58776,19,23
58777,19,22
58778,19,22
58779,19,22
58780,19,22
58781,19,22
58782,21,25
58783,21,26
58784,22,26
58785,23,29
58786,23,30
58787,23,30
58788,23,31
58789,23,32
58790,22,32
58791,22,31
58792,22,30
58793,23,29
58794,23,28
58795,22,27
58796,22,28
58797,23,27
58798,22,26
58799,22,26
58800,23,27
58801,23,27
58802,23,27
58803,23,27
58804,23,26
58805,23,26
58806,23,27
58807,23,27
58808,23,30
58809,23,29
58810,23,29
58811,24,29
58812,24,29
58813,23,29
58814,23,28
58815,24,26
58816,24,26
58817,24,26
58818,23,26
58819,23,26
58820,23,26
58821,23,26
58822,23,26
58823,23,26
58824,23,26
58825,23,26
58826,22,25
58827,22,24
58828,23,24
58829,23,24
58830,23,25
58831,23,25
58832,23,26
58833,23,26
58834,23,26
58835,23,26
58836,23,28
58837,19,20
58838,20,20
58839,18,20
58840,17,19
58841,17,20
58842,17,19
58843,17,19
58844,17,19
58845,18,19
58846,17,19
58847,17,20
58848,17,20
58849,16,20
58850,16,20
58851,16,20
58852,16,20
58853,17,21
58854,17,22
58855,17,24
58856,16,24
58857,15,25
58858,15,26
58859,11,22
58860,14,26
58861,13,25
58862,12,24
58863,12,24
58864,12,23
58865,11,22
58866,11,22
58867,13,19
58868,13,18
58869,13,18
58870,13,18
58871,12,18
58872,12,17
58873,13,17
58874,13,17
58875,13,16
58876,14,17
58877,13,17
58878,14,18
58879,14,23
58880,14,23
58881,14,23
58882,13,24
58883,13,24
58884,14,26
58885,12,26
58886,14,26
58887,14,26
58888,15,25
58889,15,24
58890,15,22
58891,15,22
58892,15.5,21.5
58893,16,21
58894,16,21
58895,16,21
58896,16,20
58897,16,20
58898,16,20
58899,16,21
58900,16,21
58901,16,21
58902,18,21
58903,18,21
58904,19,22
58905,20,22
58906,20,23
58907,20,24
58908,20,24
58909,20,22
58910,19,21
58911,20,22
58912,20,22
58913,20,22
58914,20,22
58915,20,22
58916,20,22
58917,20,21
58918,20,21
58919,19,21
58920,19,20
58921,18,21
58922,18,21
58923,18,21
58924,17,21
58925,17,22
58926,17,22
58927,17,22
58928,17,23
58929,16,24
58930,16,24
58931,16,26
58932,16,26
58933,15,23
58934,15,24
58935,14,24
58936,13,21
58937,13,21
58938,13,21
58939,13,20
58940,14,19
58941,14,19
58942,14,19
58943,14,18
58944,14,17
58945,14,17
58946,15,17
58947,14,16
58948,15,17
58949,15,16
58950,16,18
58951,16,20
58952,16,23
58953,17,24
58954,16,25
58955,15,26
58956,15,27
58957,14,27
58958,15,27
58959,17,26
58960,16,26
58961,16,24
58962,17,23
58963,16,20
58964,16,21
58965,16,20
58966,16,19
58967,16,19
58968,16,19
58969,16,19
58970,16,19
58971,16,18
58972,16,19
58973,16,18
58974,16,19
58975,17,21
58976,18,24
58977,16,25
58978,16,25
58979,16,27
58980,16,27
58981,16,27
58982,17,26
58983,17,25
58984,17,25
58985,17,24
58986,17,23
58987,17,23
58988,18,22
58989,18,22
58990,18,22
58991,18,21
58992,18,21
58993,13,20
58994,13,20
58995,12.5,20
58996,12,20
58997,12,19
58998,12,20
58999,12,20
59000,12,22
59001,11,22
59002,11,24
59003,12,25
59004,12,25
59005,12,25
59006,11,25
59007,11,20
59008,11,22
59009,11,21
59010,10,20
59011,10,19
59012,11,19
59013,11,17
59014,11,17
59015,12,16
59016,12,16
59017,12,16
59018,12,19
59019,12,16
59020,12,16
59021,13,17
59022,13,18
59023,12,19
59024,12,21
59025,13,23
59026,14,25
59027,14,25
59028,16,26
59029,17,26
59030,17,26
59031,17,26
59032,19,26
59033,20,26
59034,20,26
59035,20,26
59036,20,25
59037,20,25
59038,20,25
59039,20,25
59040,20,25
59041,20,25
59042,20,25
59043,20,25
59044,21,25
59045,22,25
59046,22,25
59047,23,25
59048,23,26
59049,22,24
59050,20,22
59051,19,21
59052,20,21
59053,20,22
59054,20,23
59055,19,23
59056,18,23
59057,18,22
59058,16,22
59059,16,22
59060,17,21
59061,17,20
59062,17,20
59063,16,18
59064,15,17
59065,15,18
59066,15,18
59067,15,17
59068,14,17
59069,14,17
59070,14,17
59071,13,20
59072,13,21
59073,14,23
59074,14,24
59075,13,24
59076,14,23
59077,13,23
59078,13,22
59079,13,22
59080,13,22
59081,14,21
59082,14,20
59083,14,19
59084,13,18
59085,13,18
59086,13,16
59087,13,16
59088,13,16
59089,13,16
59090,13,16
59091,13,16
59092,13,16
59093,13,16
59094,13,16
59095,14,18
59096,13,19
59097,12,21
59098,13,23
59099,13,25
59100,12,24
59101,13,23
59102,13,23
59103,13,23
59104,11,22
59105,12,20
59106,13,19.4
59107,13,18.8
59108,12.9,18.1
59109,12.8,17.5
59110,12.6,17.1
59111,12.4,17.1
59112,12.3,17.4
59113,12.3,17.7
59114,12.4,18.1
59115,12.6,18.4
59116,12.8,18.6
59117,12.9,18.6
59118,14,20
59119,15,21
59120,16,22
59121,18,25
59122,18,26
59123,19,27
59124,19,27
59125,19,26
59126,19,26
59127,19,26
59128,20,23
59129,20,22
59130,20,22
59131,20,23
59132,19,22
59133,19,22
59134,19,22
59135,18,21
59136,19,21
59137,18,20
59138,19,21
59139,19,21
59140,19,21
59141,19,21
59142,20,23
59143,20,23
59144,19,24
59145,20,26
59146,20,28
59147,19,29
59148,19,28
59149,19,30
59150,19,30
59151,19,29
59152,19,28
59153,19,27
59154,18,25
59155,18,24
59156,18,23
59157,18,22
59158,18,22
59159,18,21
59160,17,20
59161,17,20
59162,17,20
59163,17,20
59164,17,19
59165,17,18
59166,17,19
59167,18,21.5
59168,19,24
59169,20,26
59170,20,27
59171,20,27
59172,18,28
59173,19,29
59174,18,28
59175,18,28
59176,20,27
59177,20,26
59178,20,25
59179,20,24
59180,19,23
59181,19,21
59182,18,21
59183,18,21
59184,18,21
59185,18,21
59186,18,21
59187,18,21
59188,18,21
59189,18,21
59190,19,21
59191,20,23
59192,21,24
59193,20,25
59194,21,24
59195,22,26
59196,20,27
59197,21,25
59198,17,26
59199,16,25
59200,16,24
59201,16,23
59202,16,22
59203,15,21
59204,14,21
59205,14,20
59206,14,20
59207,14,19
59208,13,19
59209,12,18
59210,11,18
59211,11,18
59212,11,18
59213,11,18
59214,11,18
59215,12,18
59216,12,18
59217,12,19
59218,12,19
59219,12,19
59220,11,19
59221,12,19
59222,11,18
59223,10,18
59224,11,17
59225,12,17
59226,12,16
59227,11,16
59228,10,17
59229,10,16
59230,9,16
59231,9,14
59232,9,14
59233,8,13
59234,9,13
59235,9,14
59236,8,13
59237,8,12
59238,10,15
59239,9,16
59240,10,17
59241,10,19
59242,8,20
59243,8,21
59244,7,21
59245,6,20
59246,4,20
59247,5,19
59248,6,18
59249,6,17
59250,7,16
59251,8,15
59252,8,15
59253,8,14
59254,7,21
59255,8,13
59256,8,11
59257,8,12
59258,8,11
59259,8,11
59260,7,10
59261,7,11
59262,8,11
59263,8,15
59264,9,16
59265,10,18
59266,10,20
59267,11,21
59268,11,21
59269,11,22
59270,11,22
59271,11,21
59272,11,20
59273,11,20
59274,10,19
59275,10,18
59276,10,18
59277,10,18
59278,10,19
59279,9,19
59280,10,19
59281,10,18
59282,11,17
59283,12,17
59284,11,17
59285,12,16
59286,12,15
59287,12,16
59288,13,16
59289,13,16
59290,13,16
59291,13,16
59292,13,15
59293,14,15
59294,14,15
59295,14,15
59296,14,15
59297,14,16
59298,14,16
59299,15,16
59300,15,16
59301,15,16
59302,15,16
59303,15,16
59304,14,16
59305,14,16
59306,14,16
59307,14,15
59308,14,15
59309,15,16
59310,15,16
59311,16,17
59312,16,18
59313,15,20
59314,14,21
59315,13,21
59316,13,22
59317,16,19
59318,12,20
59319,11,21
59320,11,19
59321,11,18
59322,11,17
59323,11,16
59324,10,16
59325,10,16
59326,10.5,15.5
59327,11,15
59328,10,14
59329,11,14
59330,10.5,13.5
59331,10,13
59332,10,13
59333,10,12
59334,12,14
59335,12,17
59336,12,19
59337,8,21
59338,9,22
59339,10,22
59340,10,23
59341,10,23
59342,9,21
59343,10,22
59344,11,20
59345,10,18
59346,10,17
59347,10,17
59348,10,16
59349,10,15
59350,10,15
59351,10,15
59352,11,14
59353,11,14
59354,11,13
59355,10,13
59356,10.5,13
59357,11,13
59358,11,13
59359,12,16
59360,13,18
59361,12,19
59362,13,20
59363,14,22
59364,13,21
59365,14,22
59366,13,23
59367,13,23
59368,14,22
59369,14,22
59370,15,21
59371,15,21
59372,15,21
59373,15,20
59374,15,20
59375,15,19
59376,15,18
59377,15,18
59378,15,17
59379,16,18
59380,15,17
59381,16,18
59382,16,18
59383,16,18
59384,16,19
59385,16,21
59386,15,22
59387,15,22
59388,14,23
59389,14,23
59390,15,23
59391,15,23
59392,14,22
59393,15,21
59394,15,21
59395,15,20
59396,15,19
59397,14,18
59398,14,18
59399,13,18
59400,13,18
59401,13,17
59402,13,17
59403,13,17
59404,13,17
59405,14,18
59406,14,18
59407,14,19
59408,15,20
59409,15,23
59410,15,23
59411,15,24
59412,15,24
59413,14,24
59414,14,23
59415,15,23
59416,15,22
59417,15,21
59418,15,21
59419,15,21
59420,15,20
59421,15,20
59422,15,20
59423,15,20
59424,15,19
59425,15,19
59426,16,19
59427,16,19
59428,17,18
59429,17,18
59430,17,18
59431,17,19
59432,17,19
59433,18,20
59434,18,20
59435,18,20
59436,18,20
59437,18,20
59438,18,20
59439,18,20
59440,18,20
59441,17,20
59442,17,20
59443,17,19
59444,17,19
59445,17,19
59446,17,19
59447,17,19
59448,17,19
59449,17,18
59450,17,18
59451,17,18
59452,17,18
59453,17,18
59454,17,18
59455,18,19
59456,18,19
59457,18,20
59458,19,22
59459,18,22
59460,16,23
59461,17,24
59462,16,23
59463,15,22
59464,15,21
59465,14,20
59466,14,19
59467,14,20
59468,13,19
59469,13,18
59470,13,18
59471,13,18
59472,13,18
59473,13,17
59474,12,17
59475,12,17
59476,12,16
59477,12,16
59478,13,16
59479,13,18
59480,12,19
59481,12,21
59482,11,22
59483,10,23
59484,11,23
59485,9,24
59486,10,23
59487,9.5,22
59488,9,21
59489,10,19
59490,10,18
59491,9,18
59492,10,17
59493,10,17
59494,9,15
59495,9,15
59496,10,15
59497,10,15
59498,10,14
59499,10,13
59500,10,13
59501,10,13
59502,12,14
59503,12,16
59504,12,18
59505,12,20
59506,12,21
59507,12,23
59508,13,23
59509,12,24
59510,11,24
59511,11,23
59512,12,22
59513,12,20
59514,12,18
59515,12,18
59516,12,17
59517,12,17
59518,12,17
59519,12,16
59520,12,16
59521,12,15
59522,12,15
59523,11,14
59524,11,13
59525,11,13
59526,12,14
59527,13,16
59528,13,18
59529,12,20
59530,12,22
59531,13,23
59532,13,24
59533,11,24
59534,12,24
59535,11,24
59536,11,23
59537,12,23
59538,14,21
59539,13,21
59540,13,21
59541,14,19
59542,14,19
59543,14,18
59544,14,18
59545,14,18
59546,14,17
59547,14,17
59548,15,17
59549,15,16
59550,15,17
59551,15,17
59552,15,17
59553,16,21
59554,15,22
59555,15,22
59556,16,24
59557,15,25
59558,16,23
59559,16,22
59560,15,21
59561,15,21
59562,15,20
59563,15,19
59564,15,18
59565,15,18
59566,14,18
59567,15,17
59568,14,18
59569,14,18
59570,14,18
59571,13,17
59572,13,17
59573,13,17
59574,13,17
59575,13,17
59576,13,19
59577,13,21
59578,12,21
59579,10,22
59580,10,22
59581,10,22
59582,9,21
59583,9,19
59584,11,18
59585,12,17
59586,12,17
59587,11,17
59588,10,17
59589,10,16
59590,10,16
59591,10,16
59592,9,16
59593,9,16
59594,9,15
59595,9,15
59596,9,14.5
59597,9,14
59598,10,15
59599,10,16
59600,9,18
59601,11,19
59602,12,20
59603,12,20
59604,14,18
59605,12,20
59606,11,20
59607,12,20
59608,11,19
59609,11,18
59610,11,17
59611,11,17
59612,11,16
59613,11,15
59614,11,16
59615,10,15
59616,11,14
59617,10,14
59618,10,13
59619,10,12
59620,9,12
59621,10,12
59622,11,12
59623,11,15
59624,10,17
59625,10,20
59626,10,21
59627,8,22
59628,8,22
59629,7,22
59630,7,23
59631,6,23
59632,6,21
59633,9,20
59634,10,19
59635,10,18
59636,9,17
59637,11,17
59638,11,18
59639,11,18
59640,12,18
59641,11,18
