index,data,data2
62764,3,-3
62765,3,-2
62766,3.7,-2
62767,4.3,-2
62768,5,-2
62769,6,-2.7
62770,7,-3.3
62771,8,-4
62772,8,-4
62773,8,-4
62774,8,-4
62775,8,-3
62776,7,-3
62777,5,-3
62778,4,-3
62779,3,-3
62780,2,-3
62781,2,-2.5
62782,2,-2
62783,2,-3
62784,1,-3
62785,0,-3
62786,0,-3
62787,0,-3
62788,0,-3
62789,0,-4
62790,1.3,-3.7
62791,2.7,-3.3
62792,4,-3
62793,5,-3.5
62794,6,-4
62795,7,-4
62796,7,-4
62797,7,-4
62798,7,-4
62799,7,-4
62800,7,-4
62801,7,-4
62802,5.7,-3.7
62803,4.3,-3.3
62804,3,-3
62805,2.5,-3
62806,2,-3
62807,2,-3
62808,2,-3
62809,1,-3
62810,1,-3
62811,0,-3
62812,0,-3
62813,-1,-3
62814,0.5,-2.5
62815,2,-2
62816,5,-1
62817,6.7,-0.7
62818,8.3,-0.3
62819,10,0
62820,10,-1
62821,10,-1.5
62822,10,-2
62823,9,-1.3
62824,8,-0.7
62825,7,0
62826,7,-1
62827,7,-2
62828,7,-3
62829,5.5,-2.5
62830,4,-2
62831,4,-3
62832,3,-4
62833,2,-4
62834,2,-5
62835,2,-8
62836,1,-8
62837,0,-7
62838,1,-6.7
62839,2,-6.3
62840,3,-6
62841,4,-6.3
62842,5,-6.7
62843,6,-7
62844,4,-5
62845,4,-4
62846,4,-3
62847,3,-4
62848,3,-7
62849,3,-7
62850,2.3,-6.3
62851,1.7,-5.7
62852,1,-5
62853,0.5,-5
62854,0,-5
62855,0,-5
62856,0,-5
62857,0,-5
62858,1,-4
62859,1,-5
62860,0,-4
62861,1,-4
62862,2,-3.7
62863,3,-3.3
62864,4,-3
62865,4.7,-3.3
62866,5.3,-3.7
62867,6,-4
62868,7,-4
62869,8,-4
62870,9,-4
62871,8.3,-4
62872,7.7,-4
62873,7,-4
62874,6.3,-3.7
62875,5.7,-3.3
62876,5,-3
62877,4,-3
62878,3,-3
62879,2,-3
62880,1,-3
62881,1,-3
62882,1,-3
62883,0,-3
62884,0,-4
62885,0,-4
62886,0,-3
62887,3,-2
62888,5,-2
62889,5.7,-2.3
62890,6.3,-2.7
62891,7,-3
62892,7,0
62893,6,1.5
62894,5,3
62895,5,3
62896,5,3
62897,5,3
62898,5.3,3
62899,5.7,3
62900,6,3
62901,6,3.5
62902,6,4
62903,6,4
62904,6,4
62905,6,4
62906,7,4
62907,7,4
62908,6,5
62909,7,5
62910,7,5
62911,7,5
62912,7,5
62913,8.7,5.7
62914,10.3,6.3
62915,12,7
62916,13.5,7
62917,15,7
62918,13,5
62919,14,4
62920,11.5,3
62921,9,2
62922,8.3,0
62923,7.7,-2
62924,7,-4
62925,7,-4
62926,7,-4
62927,7,-3
62928,6,-2
62929,6,-1
62930,5,0
62931,4.5,0
62932,4,0
62933,5,-2
62934,4,-3
62935,5,-3
62936,6,-3
62937,7,-2.3
62938,8,-1.7
62939,9,-1
62940,8,-2
62941,8.5,-2.5
62942,9,-3
62943,8,-3.3
62944,7,-3.7
62945,6,-4
62946,5.7,-3.7
62947,5.3,-3.3
62948,5,-3
62949,4,-2.5
62950,3,-2
62951,3,-2
62952,3,-3
62953,3,-3
62954,1,-4
62955,0,-3
62956,0,-3
62957,-1,-3
62958,1.3,-3
62959,3.7,-3
62960,6,-3
62961,6.7,-3.3
62962,7.3,-3.7
62963,8,-4
62964,8.3,-3.3
62965,8.7,-2.7
62966,9,-2
62967,8.7,-2
62968,8.3,-2
62969,8,-2
62970,7.3,-1.7
62971,6.7,-1.3
62972,6,-1
62973,5,-1
62974,4,-1
62975,4,-1
62976,3,-1
62977,3,-1
62978,2.5,-1.5
62979,2,-2
62980,1,-2
62981,1,-2
62982,2.3,-1.8
62983,3.7,-1.7
62984,5,-1.5
62985,6.3,-1.3
62986,7.7,-1.2
62987,9,-1
62988,9.7,-0.7
62989,10.3,-0.3
62990,11,0
62991,10,0
62992,9,0
62993,8,0
62994,6.7,0
62995,5.3,0
62996,4,0
62997,3.5,-1.5
62998,3,-3
62999,3,-5
63000,2,-5
63001,1.6,-4.6
63002,1.2,-4.2
63003,0.8,-3.8
63004,0.4,-3.4
63005,0,-3
63006,0.5,-3.5
63007,1,-4
63008,3,-4
63009,4,-4.3
63010,5,-4.7
63011,6,-5
63012,6,-5
63013,6,-5
63014,6,-5
63015,5.3,-5
63016,4.7,-5
63017,4,-5
63018,4,-5
63019,4,-5
63020,4,-5
63021,3.5,-4.5
63022,3,-4
63023,2,-4
63024,2,-4
63025,2,-4
63026,1,-4
63027,2,-4
63028,1,-4
63029,0,-4
63030,2,-4
63031,4,-4
63032,6,-4
63033,7,-5
63034,8.5,-4.5
63035,10,-4
63036,12,-4
63037,11,-3
63038,10,-2
63039,9.7,-1.7
63040,9.3,-1.3
63041,9,-1
63042,8.3,-0.7
63043,7.7,-0.3
63044,7,0
63045,6,0
63046,5,0
63047,4,0
63048,3,-1
63049,3,-1
63050,3,-1
63051,2.5,-1
63052,2,-1
63053,2,-1
63054,3.7,0
63055,5.3,1
63056,7,2
63057,10,2
63058,11,0.8
63059,12,-0.4
63060,13,-1.6
63061,14,-2.8
63062,15,-4
63063,14.3,-3.7
63064,13.7,-3.3
63065,13,-3
63066,12.3,-2
63067,11.7,-1
63068,11,0
63069,10.5,0
63070,10,0
63071,10,-0.3
63072,10,-0.7
63073,10,-1
63074,10,-1
63075,9,2
63076,9,3
63077,8,5
63078,8.2,5.3
63079,8.3,5.7
63080,8.5,6
63081,8.7,6.3
63082,8.8,6.7
63083,9,7
63084,9,8
63085,9.5,8
63086,10,8
63087,10,8.5
63088,10,9
63089,9,5
63090,8.7,4
63091,8.3,3
63092,8,2
63093,8,2.5
63094,8,3
63095,8,2
63096,8,2
63097,7,3
63098,6,0
63099,5,-1
63100,4,-1
63101,3,-1
63102,5,0
63103,6.5,-0.5
63104,8,-1
63105,9.3,-1
63106,10.7,-1
63107,12,-1
63108,13,-0.5
63109,14,0
63110,14,-3
63111,14,-2
63112,14,-1
63113,14,0
63114,13,0.7
63115,12,1.3
63116,11,2
63117,11.5,1.5
63118,12,1
63119,11,3
63120,11,5
63121,10,5
63122,10,6
63123,10,6
63124,10,8
63125,11,9
63126,11,9
63127,11.5,10
63128,12,11
63129,12,12
63130,13,12.5
63131,14,13
63132,15,14
63133,15.5,13.5
63134,16,13
63135,15.3,12.3
63136,14.7,11.7
63137,14,11
63138,13.3,10
63139,12.7,9
63140,12,8
63141,11,7.5
63142,10,7
63143,10,6
63144,9,6
63145,8,6
63146,8,6
63147,8,6
63148,8,6
63149,8,5
63150,8,4
63151,8,3
63152,8,2
63153,8.7,1.3
63154,9.3,0.7
63155,10,0
63156,9,1
63157,8.5,0
63158,8,-1
63159,7.3,-2
63160,6.7,-3
63161,6,-4
63162,5.7,-4.7
63163,5.3,-5.3
63164,5,-6
63165,4.5,-5.5
63166,4,-5
63167,3,-4
63168,2,-4
63169,1,-4
63170,1,-4
63171,0,-4
63172,0,-4
63173,0,-4
63174,2.3,-4.3
63175,4.7,-4.7
63176,7,-5
63177,7.3,-4
63178,7.7,-3
63179,8,-2
63180,8.7,-2
63181,9.3,-2
63182,10,-2
63183,9.3,-2.3
63184,8.7,-2.7
63185,8,-3
63186,7,-2.7
63187,6,-2.3
63188,5,-2
63189,5,-2
63190,5,-2
63191,5,-2
63192,5,-2
63193,5,-1
63194,5,-1
63195,4,-1
63196,4,-1
63197,4,-1
63198,5,-1
63199,6,-1
63200,7,-3
63201,8,-3
63202,9,-3
63203,10,-3
63204,10.7,-4
63205,11.3,-5
63206,12,-6
63207,12,-5.7
63208,12,-5.3
63209,12,-5
63210,11.4,-4
63211,10.8,-3
63212,10.2,-2
63213,9.6,-1
63214,9,0
63215,8,0
63216,8,0
63217,8,1
63218,8,1
63219,6,1
63220,7,2
63221,4,1
63222,6.3,1.7
63223,8.7,2.3
63224,11,3
63225,13,2.5
63226,15,2
63227,17,0
63228,17.3,1.3
63229,17.7,2.7
63230,18,4
63231,17,4.7
63232,16,5.3
63233,15,6
63234,14.3,7
63235,13.7,8
63236,13,9
63237,13,9.5
63238,13,10
63239,13,10
63240,13,10
63241,12,10
63242,12,10
63243,12,10
63244,13,10
63245,13,10
63246,12,11
63247,13,11
63248,14,12
63249,14,12
63250,16,12
63251,14,12
63252,14,10.7
63253,14,9.3
63254,14,8
63255,12.3,6.7
63256,10.7,5.3
63257,9,4
63258,9,3.3
63259,9,2.7
63260,9,2
63261,8,2.5
63262,7,3
63263,8,2
63264,8,1
63265,7,1
63266,7,0
63267,7,0
63268,7,0
63269,7,-2
63270,7,-2.3
63271,7,-2.7
63272,7,-3
63273,7.3,-3
63274,7.7,-3
63275,8,-3
63276,8.5,-4
63277,9,-5
63278,9,-3
63279,7,-5
63280,6.5,-5
63281,6,-5
63282,5.3,-5
63283,4.7,-5
63284,4,-5
63285,3.7,-4.7
63286,3.3,-4.3
63287,3,-4
63288,3,-4
63289,3,-4
63290,2,-3
63291,3,-3
63292,2,-3
63293,2,-3
63294,3,-3
63295,4,-3
63296,6,-2
63297,8,-2
63298,10,-2
63299,12,0
63300,12.3,0
63301,12.7,0
63302,13,0
63303,12.7,2
63304,12.3,4
63305,12,6
63306,11.7,6.3
63307,11.3,6.7
63308,11,7
63309,10.5,7.5
63310,10,8
63311,10,8
63312,10,8
63313,9,8
63314,9,8
63315,9,8
63316,9,9
63317,9,8
63318,9,9
63319,9,8.5
63320,9,8
63321,9.7,7.3
63322,10.3,6.7
63323,11,6
63324,11,5.7
63325,11,5.3
63326,11,5
63327,11,4.7
63328,11,4.3
63329,11,4
63330,10.3,4
63331,9.7,4
63332,9,4
63333,8.5,4
63334,8,4
63335,6,4
63336,7,4
63337,7,4
63338,5,3
63339,6,3
63340,4,2
63341,4,2
63342,5,3
63343,7.5,2.5
63344,10,2
63345,11,0
63346,13,-0.5
63347,15,-1
63348,15.3,-1.3
63349,15.7,-1.7
63350,16,-2
63351,15,-3
63352,14,-4
63353,13,-5
63354,11.3,-4.3
63355,9.7,-3.7
63356,8,-3
63357,7.5,-2.5
63358,7,-2
63359,7,-1
63360,6,-1
63361,5,-1
63362,5,-1
63363,4,-1
63364,4,-1
63365,4,-1
63366,5.7,-0.7
63367,7.3,-0.3
63368,9,0
63369,11.5,0
63370,14,0
63371,14,-1
63372,14,-1.3
63373,14,-1.7
63374,14,-2
63375,15,-3
63376,13.5,-1
63377,12,1
63378,11.7,1.3
63379,11.3,1.7
63380,11,2
63381,11,1.5
63382,11,1
63383,10,1
63384,10,0
63385,9,0
63386,8,1
63387,8,1
63388,7,1
63389,6,1
63390,7.7,1.3
63391,9.3,1.7
63392,11,2
63393,13,2
63394,15,2
63395,17,2
63396,16.7,1
63397,16.3,0
63398,16,-1
63399,14.5,-4
63400,13,-7
63401,12,-5.3
63402,11,-3.7
63403,10,-2
63404,9,-3
63405,8.5,-3
63406,8,-3
63407,8,-3
63408,8,-1
63409,8,0
63410,8,0
63411,8,0
63412,8,0
63413,7.6,-0.4
63414,8.1,-0.2
63415,8.6,0
63416,9.1,0.3
63417,10.7,0.5
63418,12.4,0.8
63419,14,1
63420,14.7,2.3
63421,15.3,3.7
63422,16,5
63423,14.7,4.3
63424,13.3,3.7
63425,12,3
63426,11.7,5
63427,11.3,7
63428,11,9
63429,11.5,9
63430,12,9
63431,12,9
63432,12,9
63433,12,9
63434,12,9
63435,12,9
63436,12,9
63437,13,9
63438,13,10
63439,13,11
63440,13,12
63441,15,13.3
63442,17,14.7
63443,19,16
63444,17,16
63445,17,16
63446,17,16
63447,18,16
63448,17,15
63449,17,16
63450,17,16
63451,17,15.5
63452,17,15
63453,16.7,13
63454,16.3,11
63455,16,9
63456,15,6
63457,14,6
63458,13,6
63459,12,6
63460,11,6
63461,12,6
63462,13,6.3
63463,14,6.7
63464,15,7
63465,15.3,7.3
63466,15.7,7.7
63467,16,8
63468,16,8
63469,16,7
63470,16,6
63471,15.5,6
63472,15,6
63473,15,5
63474,14.6,6.4
63475,13.9,6.5
63476,13.1,6.4
63477,12,5.8
63478,10.3,4.3
63479,8.2,2.1
63480,5.8,-0.5
63481,3.8,-2.7
63482,2.2,-4.2
63483,1.2,-4.7
63484,0.5,-4.7
63485,-0.2,-4.7
63486,1,-3
63487,4,-4
63488,5,-5
63489,6,-6
63490,7,-5
63491,7,-6
63492,8,-6
63493,8,-7
63494,9,-7
63495,9,-9
63496,9,-8
63497,9,-6
63498,9,-7
63499,8,-5
63500,8,-5
63501,8,-6
63502,7,-4
63503,7,-3
63504,6,-2
63505,6,-2
63506,6,-1
63507,6,-2
63508,6,-2
63509,6,0
63510,6,0
63511,7,0
63512,7,0
63513,7,0
63514,7,1
63515,8,1
63516,8,2
63517,8,3
63518,8,5
63519,8,5
63520,8,5
63521,8,5
63522,8,5
63523,8,5
63524,8,5
63525,8,5
63526,7,6
63527,7,5
63528,7,4
63529,7,4
63530,7,3
63531,6,3
63532,6,3
63533,6,3
63534,7,4
63535,9,5
63536,9,4
63537,11,4
63538,13,3
63539,13,5
63540,13,4
63541,13,3
63542,14,5
63543,14,4
63544,14,4
63545,13,4
63546,12,4
63547,11,4
63548,11,4
63549,9,4
63550,9,4
63551,8,4
63552,7,4
63553,7,4
63554,6,3
63555,5,3
63556,5,3
63557,5,3
63558,7,6
63559,10,6
63560,12,7
63561,15,5
63562,16,6
63563,17,6
63564,18,4
63565,18,4
63566,18,5
63567,17,4
63568,17,4
63569,16,5
63570,15,5
63571,14,6
63572,14,5
63573,13,4
63574,11,5
63575,10,5
63576,9,5
63577,9,5
63578,8.5,4.5
63579,8,4
63580,8,4
63581,7,3
63582,8,6
63583,9,6
63584,14,6
63585,17,7
63586,19,6
63587,21,5
63588,21,5
63589,22,4
63590,22.5,3
63591,23,2
63592,22,3
63593,21,3
63594,19,4
63595,17,5
63596,15,6
63597,15,6
63598,14,7
63599,12,5
63600,12,5
63601,11,4
63602,10,4
63603,10,4
63604,10,4
63605,9,4
63606,10,4
63607,12,6
63608,15,7
63609,17,7
63610,19,6
63611,20,4
63612,21,2
63613,20,6
63614,19,10
63615,18,8
63616,17,8
63617,17,9
63618,16,9
63619,16,11
63620,16,10
63621,15,11
63622,15,10
63623,15,8
63624,14,7
63625,14,8
63626,15,8
63627,14,9
63628,14,10
63629,14,11
63630,13,11
63631,14,12
63632,14,12
63633,14,12
63634,15,12
63635,15,13
63636,15,13
63637,15,13
63638,15,14
63639,15,13
63640,15,13
63641,15,14
63642,15,14
63643,15,14
63644,15,14
63645,14,14
63646,14,14
63647,15,14
63648,14,13
63649,14,13
63650,13,12
63651,13,11
63652,12,9
63653,11,9
63654,12,9
63655,14,9
63656,15,9
63657,17,9
63658,19,8
63659,20,7
63660,21,7
63661,22,10
63662,21,10
63663,21,9
63664,21,8
63665,20,9
63666,20,5
63667,18,7
63668,16,9
63669,16,6
63670,15,8
63671,13,6
63672,13,6
63673,11,5
63674,12,6
63675,11,6
63676,12,6
63677,14,8
63678,16,11
63679,17,11
63680,19,12
63681,21,13
63682,21,13
63683,22,12
63684,22,13
63685,20,10
63686,20,10
63687,19,11
63688,17,12
63689,16,13
63690,16,13
63691,16,14
63692,16,14
63693,16,14
63694,16,14
63695,16,14
63696,15,14
63697,15,14
63698,15,14
63699,16,14
63700,16,14
63701,15,14
63702,16,14
63703,17,16
63704,18,15
63705,19,16
63706,19,15
63707,19,15
63708,20,16
63709,21,15
63710,22,15
63711,21,14
63712,21,15
63713,20,14
63714,19,13
63715,18,13
63716,17,12
63717,17,12
63718,17,13
63719,17,13
63720,16,13
63721,16,12
63722,16,12
63723,15,11
63724,14,9
63725,13,8
63726,12,7
63727,11,7
63728,12,6
63729,12,5
63730,12,4
63731,13,4
63732,13,3
63733,13,2
63734,14,2
63735,14,-1
63736,13,1
63737,11,0
63738,10,-1
63739,9,-1
63740,8,-2
63741,8,-2
63742,7,-2
63743,7,-2
63744,7,-2
63745,7,-1
63746,7,-2
63747,7,-1
63748,7,-2
63749,7,-2
63750,7,0
63751,8,-1
63752,10,0
63753,11,-2
63754,12,-2
63755,13,-3
63756,12,-2
63757,12,-1
63758,13,-3
63759,13,-3
63760,11,-3
63761,10,-3
63762,9,-3
63763,7,0
63764,6,0
63765,6,-1
63766,5,-1
63767,5,-2
63768,4,-3
63769,4,-3
63770,3,-3
63771,3,-4
63772,2,-4
63773,3,-4
63774,4,-3
63775,6,-5
63776,8,-6
63777,9,-8
63778,10,-6
63779,11,-4
63780,10,-5
63781,11,-3
63782,10,-5
63783,11,-4
63784,8,-3
63785,7,-3
63786,5,-2
63787,5,-2
63788,5,-2
63789,4,-2
63790,3.5,-2
63791,3,-2
63792,3,-2
63793,3,-2
63794,2,-2
63795,2,-2
63796,1,-2
63797,1,-2
63798,3,-1
63799,5,-1
63800,7,-2
63801,9,-2
63802,10,-2
63803,11,-2
63804,12,-2
63805,14,-2
63806,14,-1
63807,14,-3
63808,13,-4
63809,12,-4
63810,12,-5
63811,11,-1
63812,10,-1
63813,10,-1
63814,8,-1
63815,8,-1
63816,8,-1
63817,7,-1
63818,7,-1
63819,6,-2
63820,6,-2
63821,5,-1
63822,7,0
63823,9,-2
63824,11,-2
63825,14,-1
63826,16,-1
63827,16,-6
63828,18,-2
63829,18,-2
63830,18,-3
63831,19,-7
63832,18,-9
63833,16,-9
63834,14,-8
63835,13,-7
63836,12,-7
63837,10,-5
63838,9,-4
63839,8,-3
63840,8,-2
63841,7,-2
63842,7,-2
63843,6,-2
63844,5,-2
63845,5,0
63846,8,1
63847,11,0
63848,14,2
63849,15,2
63850,17,3
63851,18,0
63852,20,0
63853,21,-1
63854,19,5
63855,18,7
63856,17,7
63857,16,8
63858,16,7
63859,16,7
63860,16,7
63861,15,7.5
63862,14,8
63863,14,7
63864,14,7
63865,14,7
63866,14,7
63867,13,6
63868,12,6
63869,12,7
63870,13,8
63871,15,8
63872,16,8
63873,19,8
63874,19,8
63875,20,6
63876,21,5
63877,20,4
63878,21,5
63879,20,6
63880,19,7
63881,17,9
63882,16,10
63883,16,10
63884,16,11
63885,15,11
63886,15,11
63887,15,11
63888,12,10
63889,12,8
63890,11,8
63891,10,8
63892,10,7
63893,10,8
63894,12,9
63895,15,10
63896,18,11
63897,19,9
63898,21,9
63899,19,10
63900,20,9
63901,21,9
63902,22,8
63903,21,9
63904,18,9
63905,17,8
63906,17,8
63907,16,10
63908,16,11
63909,16,11
63910,15,11
63911,14,9
63912,13,9
63913,12,8
63914,11,8
63915,11,8
63916,10,8
63917,10,8
63918,12,10
63919,15,11
63920,17,12
63921,19,12
63922,21,12
63923,21,11
63924,21,11
63925,23,11
63926,23,10
63927,22,10
63928,22,10
63929,21,9
63930,20,9
63931,18,11
63932,18,10
63933,17,9
63934,16,10
63935,15,9
63936,14,9
63937,14,9
63938,13,9
63939,12,9
63940,12,9
63941,12,9
63942,14,11
63943,17,10
63944,20,11
63945,20,11
63946,23,10
63947,23,11
63948,24,10
63949,25,9
63950,25,8
63951,24,9
63952,23,10
63953,22,9
63954,21,9
63955,20,9
63956,20,10
63957,20,13
63958,18,13
63959,17,12
63960,16,11
63961,16,12
63962,16,12
63963,15,11
63964,15,11
63965,15,10
63966,17,10
63967,18,11
63968,21,12
63969,22,13
63970,22,11
63971,23,11
63972,22,11
63973,21,12
63974,21,12
63975,21,12
63976,20,12
63977,19,13
63978,18,13
63979,18,14
63980,19,14
63981,20,13
63982,20,12
63983,17,15
63984,17,16
63985,17,16
63986,17,16
63987,16,15
63988,15,11
63989,16,9
63990,16,10
63991,18,10
63992,18,10
63993,19,10
63994,19,10
63995,20,9
63996,19,8
63997,19,8
63998,19,8
63999,20,8
64000,19,6
64001,18,8
64002,18,7
64003,18,8
64004,17,7
64005,16,8
64006,16,9
64007,16,9
64008,16,9
64009,16,10
64010,15,10
64011,14,9
64012,14,9
64013,13,9
64014,14,10
64015,17,10
64016,20,10
64017,21,10
64018,22,10
64019,22,10
64020,23,5
64021,23,6
64022,23,6
64023,23,6
64024,22,7
64025,21,8
64026,21,7
64027,20,7
64028,19,7
64029,18,9
64030,16,9
64031,15,9
64032,15,9
64033,13,9
64034,13,9
64035,12,9
64036,12,9
64037,13,9
64038,15,7
64039,16,3
64040,17,1
64041,18,3
64042,19,2
64043,20,2
64044,21,4
64045,21,2
64046,21,2
64047,20,1
64048,20,1
64049,19,2
64050,16,3
64051,15,-2
64052,14,-7
64053,13,-8
64054,12,-10
64055,11,-9
64056,10,-7
64057,9,-5
64058,8,-5
64059,8,-3.7
64060,8,-2.3
64061,8,-1
64062,10,-1
64063,12,-1
64064,14,1
64065,14,0
64066,16,0
64067,16,-2
64068,16,0
64069,17,-1
64070,17,-2
64071,17,3
64072,15,6
64073,15,8
64074,14,8
64075,14,8
64076,13,8
64077,12,8
64078,11,8
64079,12,8
64080,12,9
64081,12,10
64082,12,9
64083,12,9
64084,12,9
64085,12,9
64086,12,10
64087,12,10
64088,11,7
64089,13,11
64090,13,11
64091,14,12
64092,14,12
64093,14,13
64094,14,11
64095,13,8
64096,11,9
64097,11,7
64098,10,7
64099,10,6
64100,10,5
64101,9,6
64102,9,6
64103,9,4
64104,9,4
64105,9,4
64106,9,3
64107,8,2
64108,7,2
64109,8,1
64110,8,1
64111,10,1
64112,11,1
64113,13,1
64114,14,0
64115,15,1
64116,16,1
64117,17,1
64118,18,3
64119,18,2
64120,17,3
64121,16,3
64122,15,4
64123,14,4
64124,14,4
64125,12,5
64126,12,5
64127,10,5
64128,9,5
64129,8,4
64130,8,4
64131,8,4
64132,7,4
64133,8,4
64134,11,5
64135,13,6
64136,15,6
64137,18,6
64138,19,7
64139,20,10
64140,21,10
64141,20,7
64142,21,7
64143,21,2
64144,19,4
64145,18,6
64146,17,7
64147,16,8
64148,16,8
64149,14,5
64150,13,5
64151,13,5
64152,13,5
64153,12,4
64154,11,4
64155,11,4
64156,11,4
64157,11,5
64158,13,5
64159,15,6
64160,18,7
64161,20,5
64162,22,4
64163,24,3
64164,25,5
64165,25,2
64166,24,4
64167,24,3
64168,23,2
64169,20,7
64170,18,12
64171,18,12
64172,17,13
64173,17,14
64174,17,14
64175,15,12
64176,13,9
64177,13,9
64178,12,9
64179,12,9
64180,11,9
64181,12,9
64182,14,11
64183,17,13
64184,19,13
64185,20,12
64186,21,11
64187,21,11
64188,21,11
64189,21,11
64190,20,11
64191,20,12
64192,18,11
64193,18,11
64194,18.4,11.1
64195,18.1,11
64196,17.8,11
64197,17.2,10.5
64198,16.2,9.2
64199,14.8,7.3
64200,13.2,5
64201,11.8,3.1
64202,10.7,1.9
64203,10,1.7
64204,9.5,2.1
64205,9,2.7
64206,12,3
64207,13,2
64208,14,3
64209,15,3
64210,17,5
64211,16,4
64212,18,6
64213,18,5
64214,18,5
64215,18,4
64216,16,5
64217,14,4
64218,13,4
64219,12,4
64220,12,4
64221,12,4
64222,12,5
64223,12,5
64224,11,5
64225,11,6
64226,11,6
64227,11,6
64228,11,6
64229,11,7
64230,12,7
64231,13,6
64232,13,7
64233,14,8
64234,15,8
64235,17,8
64236,18,7
64237,19,7
64238,19,3
64239,19,4
64240,19,6
64241,18,7
64242,16,5
64243,17,7
64244,16,6
64245,15,7
64246,14,8
64247,14,8
64248,14,8
64249,14,8
64250,14,8
64251,14,9
64252,14,9
64253,14,9
64254,15,9
64255,16,9
64256,16,10
64257,18,11
64258,18,11
64259,19,11
64260,18,13
64261,17,14
64262,16.5,14.5
64263,16,15
64264,16,15
64265,16,15
64266,16,15
64267,16,14
64268,15,14
64269,15,14
64270,15,14
64271,15,14
64272,15,14
64273,15,14
64274,15,14
64275,15,14
64276,16,15
64277,16,14
64278,16,15
64279,16,15
64280,16.5,15.5
64281,17,16
64282,18,16
64283,18,16
64284,18,16
64285,18,16
64286,18,17
64287,17,16
64288,17,16
64289,17,16
64290,17,16
64291,17,17
64292,18,17
64293,17,17
64294,17,17
64295,17,17
64296,17,17
64297,17,16
64298,17,16
64299,17,16
64300,17,16
64301,16,15
64302,16,15
64303,16,15
64304,16,15
64305,15,14
64306,16,15
64307,16,14
64308,15,14
64309,17,14
64310,17,14
64311,19,13
64312,17,13
64313,17,12
64314,17,13
64315,16,12
64316,16,12
64317,15,12
64318,14,11
64319,12,10
64320,12,10
64321,11,9
64322,11,9
64323,11,9
64324,10,8
64325,10,9
64326,12,10
64327,15,10
64328,17,9
64329,19,9
64330,20,8
64331,22,8
64332,23,-2
64333,23,4
64334,23,6
64335,23,7
64336,22,7
64337,19,13
64338,19,12
64339,18,11
64340,18,11
64341,17,10
64342,16,10
64343,15,10
64344,14,10
64345,14,10
64346,13,10
64347,15,11
64348,14,11
64349,15,11
64350,16,11
64351,16,11
64352,18,11
64353,18,10
64354,18,11
64355,18,10
64356,16,13
64357,16,14
64358,16,14
64359,17,14
64360,17,14
64361,17,14
64362,16,14
64363,16,14
64364,16,14
64365,16,15
64366,16,15
64367,16,14
64368,16,14
64369,16,14
64370,16,14
64371,15,14
64372,16,15
64373,16,15
64374,16,15
64375,17,16
64376,17,16
64377,18,15
64378,18,15
64379,19,15
64380,21,15
64381,22,16
64382,21,14
64383,16,13
64384,16,14
64385,18,14
64386,17,13
64387,17,13
64388,16,13
64389,15,13
64390,14,13
64391,13,12
64392,14,13
64393,14,12
64394,13,12
64395,13,11
64396,13,11
64397,12,11
64398,15,13
64399,18,14
64400,19,14
64401,21,14
64402,22,13
64403,23,14
64404,24,13
64405,25,10
64406,25,9
64407,25,8
64408,25,10
64409,23,10
64410,21,11
64411,20,12
64412,20,13
64413,19,13
64414,16,12
64415,16,12
64416,16,12
64417,15,12
64418,15,12
64419,14,12
64420,14,12
64421,14,12
64422,16,13
64423,20,14
64424,21,15
64425,23,16
64426,24,15
64427,24,16
64428,25,15
64429,25,15
64430,26,15
64431,24,15
64432,22,15
64433,22,15
64434,21,16
64435,21,16
64436,21,16
64437,20,16
64438,20,16
64439,20,16
64440,20,16
64441,19,16
64442,19,16
64443,18,15
64444,18,15
64445,18,15
64446,20,16
64447,20,16
64448,21,16
64449,22,16
64450,23,15
64451,23,13
64452,21,15
64453,21,14
64454,21.5,14
64455,22,14
64456,22,14
64457,21.5,14
64458,21,14
64459,20,14
64460,21,14
64461,20,14
64462,19,14
64463,19,15
64464,19,15
64465,19,15
64466,18,14
64467,18,15
64468,18,14
64469,18,15
64470,19,16
64471,20,16
64472,21,16
64473,21,16
64474,22,16
64475,22,16
64476,22,16
64477,23,16
64478,23,16
64479,23,16
64480,22,16
64481,23,15
64482,22,15
64483,21,15
64484,20,16
64485,19,16
64486,19,16
64487,18,15
64488,18,15
64489,17,15
64490,17,15
64491,17,14
64492,16,14
64493,17,15
64494,17,15
64495,19,16
64496,21,17
64497,23,17
64498,24,17
64499,25,16
64500,24,15
64501,24,15
64502,24,16
64503,25,16
64504,23,17
64505,22,17
64506,21,17
64507,21,17
64508,21,16
64509,20,16
64510,20,16
64511,20,17
64512,20,16
64513,20,16
64514,19.5,16
64515,19,16
64516,19,16
64517,19,17
64518,20,18
64519,20,17
64520,20,18
64521,21,18
64522,21,18
64523,21,18
64524,21,18
64525,21,17
64526,20,18
64527,20,17
64528,20,17
64529,20,18
64530,19,18
64531,19,18
64532,19,17
64533,19,17
64534,19,17
64535,19,17
64536,18,15
64537,17,14
64538,17,13
64539,17,13
64540,17,13
64541,17,12
64542,17,12
64543,18,11
64544,18,10
64545,20,10
64546,21,9
64547,22,9
64548,22,8
64549,23,8
64550,22,7
64551,23,8
64552,22,7
64553,21,9
64554,19,9
64555,17,9
64556,17,9
64557,12,9
64558,12,8
64559,11,8
64560,11,8
64561,11.5,8
64562,12,8
64563,12,9
64564,12,8
64565,13,10
64566,14,9.5
64567,15,9
